csv_schema_version,result_id,run_id,run_model_id,run_started_at,run_ended_at,run_status,benchmark_name,benchmark_version,pibench_commit,pi_version,suite,run_task_count,run_passed,run_weighted_score,run_weighted_total,contributor,source_url,compute_mode,accelerators_used,host_platform,cpu_model,logical_cpus,memory_gib,accelerators_detected,cuda_toolkit_version,provider,model_id,model_arg,thinking_requested,thinking_effective,context_window,max_output,runtime_label,runtime_version,runtime_commit,runtime_build,runtime_compiler,llama_cpp_version,llama_cpp_build,llama_cpp_commit,llama_cpp_commit_date,model_format,quantization,model_artifact,model_sha256,context_size,kv_cache,gpu_layers,parallel,flash_attention,temperature,top_p,top_k,min_p,seed,batch_size,ubatch_size,threads,fit,fit_context_min,split_mode,tensor_split,reasoning,reasoning_format,reasoning_budget,speculation_method,speculative_tokens,task,task_category,check_kind,task_weight,passed,score,total,weighted_score,wall_s,approx_output_tokens,approx_output_tps
1,449,37,53,2026-05-30T17:40:52Z,2026-05-30T17:44:35Z,completed,pi_agent,1,,0.78.0,expanded-24,24,9,32.577381,65,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,local-llama-devstral-nomtp,Devstral-Small-2507-UD-Q4_K_XL-nomtp,local-llama-devstral-nomtp/Devstral-Small-2507-UD-Q4_K_XL-nomtp:off,off,qwen-chat-template:enable_thinking=false,131.1K,4.1K,standalone llama.cpp non-MTP runtime,,,,,9203,llama.cpp b9203 (87589042c),87589042c,,,,,,,,,,,,,,,,,,,,,,,,,,,,unified_diff_hard,pi_agent,unified_diff_exec,4.5,0,0,3,0,10.037601,290,28.891364
1,450,37,53,2026-05-30T17:40:52Z,2026-05-30T17:44:35Z,completed,pi_agent,1,,0.78.0,expanded-24,24,9,32.577381,65,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,local-llama-devstral-nomtp,Devstral-Small-2507-UD-Q4_K_XL-nomtp,local-llama-devstral-nomtp/Devstral-Small-2507-UD-Q4_K_XL-nomtp:off,off,qwen-chat-template:enable_thinking=false,131.1K,4.1K,standalone llama.cpp non-MTP runtime,,,,,9203,llama.cpp b9203 (87589042c),87589042c,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_infer_hard,pi_agent,csv_infer_exec,3.5,0,0,3,0,5.688165,199,34.984921
1,451,37,53,2026-05-30T17:40:52Z,2026-05-30T17:44:35Z,completed,pi_agent,1,,0.78.0,expanded-24,24,9,32.577381,65,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,local-llama-devstral-nomtp,Devstral-Small-2507-UD-Q4_K_XL-nomtp,local-llama-devstral-nomtp/Devstral-Small-2507-UD-Q4_K_XL-nomtp:off,off,qwen-chat-template:enable_thinking=false,131.1K,4.1K,standalone llama.cpp non-MTP runtime,,,,,9203,llama.cpp b9203 (87589042c),87589042c,,,,,,,,,,,,,,,,,,,,,,,,,,,,retry_schedule_hard,pi_agent,retry_schedule_exec,3,0,1,3,1,6.233335,191,30.641705
1,452,37,53,2026-05-30T17:40:52Z,2026-05-30T17:44:35Z,completed,pi_agent,1,,0.78.0,expanded-24,24,9,32.577381,65,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,local-llama-devstral-nomtp,Devstral-Small-2507-UD-Q4_K_XL-nomtp,local-llama-devstral-nomtp/Devstral-Small-2507-UD-Q4_K_XL-nomtp:off,off,qwen-chat-template:enable_thinking=false,131.1K,4.1K,standalone llama.cpp non-MTP runtime,,,,,9203,llama.cpp b9203 (87589042c),87589042c,,,,,,,,,,,,,,,,,,,,,,,,,,,,semver_range_hard,pi_agent,semver_range_exec,4,0,0,4,0,13.588606,475,34.955757
1,453,37,53,2026-05-30T17:40:52Z,2026-05-30T17:44:35Z,completed,pi_agent,1,,0.78.0,expanded-24,24,9,32.577381,65,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,local-llama-devstral-nomtp,Devstral-Small-2507-UD-Q4_K_XL-nomtp,local-llama-devstral-nomtp/Devstral-Small-2507-UD-Q4_K_XL-nomtp:off,off,qwen-chat-template:enable_thinking=false,131.1K,4.1K,standalone llama.cpp non-MTP runtime,,,,,9203,llama.cpp b9203 (87589042c),87589042c,,,,,,,,,,,,,,,,,,,,,,,,,,,,markdown_table_hard,pi_agent,markdown_table_exec,3.5,0,1,4,0.875,7.193621,192,26.690315
1,454,37,53,2026-05-30T17:40:52Z,2026-05-30T17:44:35Z,completed,pi_agent,1,,0.78.0,expanded-24,24,9,32.577381,65,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,local-llama-devstral-nomtp,Devstral-Small-2507-UD-Q4_K_XL-nomtp,local-llama-devstral-nomtp/Devstral-Small-2507-UD-Q4_K_XL-nomtp:off,off,qwen-chat-template:enable_thinking=false,131.1K,4.1K,standalone llama.cpp non-MTP runtime,,,,,9203,llama.cpp b9203 (87589042c),87589042c,,,,,,,,,,,,,,,,,,,,,,,,,,,,text_wrap_hard,pi_agent,text_wrap_exec,3,0,3,4,2.25,6.053194,220,36.344447
1,455,37,53,2026-05-30T17:40:52Z,2026-05-30T17:44:35Z,completed,pi_agent,1,,0.78.0,expanded-24,24,9,32.577381,65,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,local-llama-devstral-nomtp,Devstral-Small-2507-UD-Q4_K_XL-nomtp,local-llama-devstral-nomtp/Devstral-Small-2507-UD-Q4_K_XL-nomtp:off,off,qwen-chat-template:enable_thinking=false,131.1K,4.1K,standalone llama.cpp non-MTP runtime,,,,,9203,llama.cpp b9203 (87589042c),87589042c,,,,,,,,,,,,,,,,,,,,,,,,,,,,systemd_service_hard,pi_agent,systemd_service_static,3,0,7,8,2.625,4.294443,107,24.915921
1,456,37,53,2026-05-30T17:40:52Z,2026-05-30T17:44:35Z,completed,pi_agent,1,,0.78.0,expanded-24,24,9,32.577381,65,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,local-llama-devstral-nomtp,Devstral-Small-2507-UD-Q4_K_XL-nomtp,local-llama-devstral-nomtp/Devstral-Small-2507-UD-Q4_K_XL-nomtp:off,off,qwen-chat-template:enable_thinking=false,131.1K,4.1K,standalone llama.cpp non-MTP runtime,,,,,9203,llama.cpp b9203 (87589042c),87589042c,,,,,,,,,,,,,,,,,,,,,,,,,,,,nginx_tls_proxy_hard,pi_agent,nginx_tls_proxy_static,3,0,8,9,2.666667,12.687871,350,27.585399
1,457,37,53,2026-05-30T17:40:52Z,2026-05-30T17:44:35Z,completed,pi_agent,1,,0.78.0,expanded-24,24,9,32.577381,65,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,local-llama-devstral-nomtp,Devstral-Small-2507-UD-Q4_K_XL-nomtp,local-llama-devstral-nomtp/Devstral-Small-2507-UD-Q4_K_XL-nomtp:off,off,qwen-chat-template:enable_thinking=false,131.1K,4.1K,standalone llama.cpp non-MTP runtime,,,,,9203,llama.cpp b9203 (87589042c),87589042c,,,,,,,,,,,,,,,,,,,,,,,,,,,,log_triage_incident,pi_agent,log_triage_static,2.5,0,5,7,1.785714,6.856781,183,26.688907
1,458,37,53,2026-05-30T17:40:52Z,2026-05-30T17:44:35Z,completed,pi_agent,1,,0.78.0,expanded-24,24,9,32.577381,65,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,local-llama-devstral-nomtp,Devstral-Small-2507-UD-Q4_K_XL-nomtp,local-llama-devstral-nomtp/Devstral-Small-2507-UD-Q4_K_XL-nomtp:off,off,qwen-chat-template:enable_thinking=false,131.1K,4.1K,standalone llama.cpp non-MTP runtime,,,,,9203,llama.cpp b9203 (87589042c),87589042c,,,,,,,,,,,,,,,,,,,,,,,,,,,,readme_quickstart_rewrite,pi_agent,readme_quickstart_static,2,1,7,7,2,11.249784,393,34.934005
1,459,37,53,2026-05-30T17:40:52Z,2026-05-30T17:44:35Z,completed,pi_agent,1,,0.78.0,expanded-24,24,9,32.577381,65,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,local-llama-devstral-nomtp,Devstral-Small-2507-UD-Q4_K_XL-nomtp,local-llama-devstral-nomtp/Devstral-Small-2507-UD-Q4_K_XL-nomtp:off,off,qwen-chat-template:enable_thinking=false,131.1K,4.1K,standalone llama.cpp non-MTP runtime,,,,,9203,llama.cpp b9203 (87589042c),87589042c,,,,,,,,,,,,,,,,,,,,,,,,,,,,changelog_from_commits,pi_agent,changelog_static,2,1,6,6,2,3.614149,96,26.562272
1,460,37,53,2026-05-30T17:40:52Z,2026-05-30T17:44:35Z,completed,pi_agent,1,,0.78.0,expanded-24,24,9,32.577381,65,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,local-llama-devstral-nomtp,Devstral-Small-2507-UD-Q4_K_XL-nomtp,local-llama-devstral-nomtp/Devstral-Small-2507-UD-Q4_K_XL-nomtp:off,off,qwen-chat-template:enable_thinking=false,131.1K,4.1K,standalone llama.cpp non-MTP runtime,,,,,9203,llama.cpp b9203 (87589042c),87589042c,,,,,,,,,,,,,,,,,,,,,,,,,,,,github_issue_triage,pi_agent,github_issue_triage_static,2.5,0,6,8,1.875,10.843785,313,28.864461
1,461,37,53,2026-05-30T17:40:52Z,2026-05-30T17:44:35Z,completed,pi_agent,1,,0.78.0,expanded-24,24,9,32.577381,65,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,local-llama-devstral-nomtp,Devstral-Small-2507-UD-Q4_K_XL-nomtp,local-llama-devstral-nomtp/Devstral-Small-2507-UD-Q4_K_XL-nomtp:off,off,qwen-chat-template:enable_thinking=false,131.1K,4.1K,standalone llama.cpp non-MTP runtime,,,,,9203,llama.cpp b9203 (87589042c),87589042c,,,,,,,,,,,,,,,,,,,,,,,,,,,,architecture_decision_record,pi_agent,adr_static,3.5,1,7,7,3.5,15.326607,642,41.88794
1,462,37,53,2026-05-30T17:40:52Z,2026-05-30T17:44:35Z,completed,pi_agent,1,,0.78.0,expanded-24,24,9,32.577381,65,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,local-llama-devstral-nomtp,Devstral-Small-2507-UD-Q4_K_XL-nomtp,local-llama-devstral-nomtp/Devstral-Small-2507-UD-Q4_K_XL-nomtp:off,off,qwen-chat-template:enable_thinking=false,131.1K,4.1K,standalone llama.cpp non-MTP runtime,,,,,9203,llama.cpp b9203 (87589042c),87589042c,,,,,,,,,,,,,,,,,,,,,,,,,,,,design_review_find_flaws,pi_agent,design_review_static,3.5,1,8,8,3.5,18.429532,800,43.408589
1,463,38,54,2026-05-30T17:45:12Z,2026-05-30T17:49:25Z,completed,pi_agent,1,,0.78.0,expanded-24,24,9,35.541667,65,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,local-llama-mistral-small-nomtp,Mistral-Small-3.2-24B-Instruct-2506-UD-Q4_K_XL-nomtp,local-llama-mistral-small-nomtp/Mistral-Small-3.2-24B-Instruct-2506-UD-Q4_K_XL-nomtp:off,off,qwen-chat-template:enable_thinking=false,131.1K,4.1K,standalone llama.cpp non-MTP runtime,,,,,9203,llama.cpp b9203 (87589042c),87589042c,,,,,,,,,,,,,,,,,,,,,,,,,,,,json_exact,pi_agent,json_exact,0.5,1,,,0.5,1.073087,7,6.523236
1,464,38,54,2026-05-30T17:45:12Z,2026-05-30T17:49:25Z,completed,pi_agent,1,,0.78.0,expanded-24,24,9,35.541667,65,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,local-llama-mistral-small-nomtp,Mistral-Small-3.2-24B-Instruct-2506-UD-Q4_K_XL-nomtp,local-llama-mistral-small-nomtp/Mistral-Small-3.2-24B-Instruct-2506-UD-Q4_K_XL-nomtp:off,off,qwen-chat-template:enable_thinking=false,131.1K,4.1K,standalone llama.cpp non-MTP runtime,,,,,9203,llama.cpp b9203 (87589042c),87589042c,,,,,,,,,,,,,,,,,,,,,,,,,,,,dedupe_function,pi_agent,dedupe_exec,1,1,,,1,1.924333,47,24.424049
1,465,38,54,2026-05-30T17:45:12Z,2026-05-30T17:49:25Z,completed,pi_agent,1,,0.78.0,expanded-24,24,9,35.541667,65,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,local-llama-mistral-small-nomtp,Mistral-Small-3.2-24B-Instruct-2506-UD-Q4_K_XL-nomtp,local-llama-mistral-small-nomtp/Mistral-Small-3.2-24B-Instruct-2506-UD-Q4_K_XL-nomtp:off,off,qwen-chat-template:enable_thinking=false,131.1K,4.1K,standalone llama.cpp non-MTP runtime,,,,,9203,llama.cpp b9203 (87589042c),87589042c,,,,,,,,,,,,,,,,,,,,,,,,,,,,parse_ints_function,pi_agent,parse_ints_exec,1,1,,,1,1.397595,24,17.172358
1,466,38,54,2026-05-30T17:45:12Z,2026-05-30T17:49:25Z,completed,pi_agent,1,,0.78.0,expanded-24,24,9,35.541667,65,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,local-llama-mistral-small-nomtp,Mistral-Small-3.2-24B-Instruct-2506-UD-Q4_K_XL-nomtp,local-llama-mistral-small-nomtp/Mistral-Small-3.2-24B-Instruct-2506-UD-Q4_K_XL-nomtp:off,off,qwen-chat-template:enable_thinking=false,131.1K,4.1K,standalone llama.cpp non-MTP runtime,,,,,9203,llama.cpp b9203 (87589042c),87589042c,,,,,,,,,,,,,,,,,,,,,,,,,,,,interval_merge_edgecases,pi_agent,merge_intervals_exec,2,0,,,0,5.374129,190,35.354566
1,467,38,54,2026-05-30T17:45:12Z,2026-05-30T17:49:25Z,completed,pi_agent,1,,0.78.0,expanded-24,24,9,35.541667,65,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,local-llama-mistral-small-nomtp,Mistral-Small-3.2-24B-Instruct-2506-UD-Q4_K_XL-nomtp,local-llama-mistral-small-nomtp/Mistral-Small-3.2-24B-Instruct-2506-UD-Q4_K_XL-nomtp:off,off,qwen-chat-template:enable_thinking=false,131.1K,4.1K,standalone llama.cpp non-MTP runtime,,,,,9203,llama.cpp b9203 (87589042c),87589042c,,,,,,,,,,,,,,,,,,,,,,,,,,,,toposort_cycle,pi_agent,toposort_exec,2.5,1,,,2.5,6.194147,195,31.481333
1,468,38,54,2026-05-30T17:45:12Z,2026-05-30T17:49:25Z,completed,pi_agent,1,,0.78.0,expanded-24,24,9,35.541667,65,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,local-llama-mistral-small-nomtp,Mistral-Small-3.2-24B-Instruct-2506-UD-Q4_K_XL-nomtp,local-llama-mistral-small-nomtp/Mistral-Small-3.2-24B-Instruct-2506-UD-Q4_K_XL-nomtp:off,off,qwen-chat-template:enable_thinking=false,131.1K,4.1K,standalone llama.cpp non-MTP runtime,,,,,9203,llama.cpp b9203 (87589042c),87589042c,,,,,,,,,,,,,,,,,,,,,,,,,,,,nginx_reverse_proxy,pi_agent,nginx_static,2,0,,,0,18.641359,532,28.538692
1,469,38,54,2026-05-30T17:45:12Z,2026-05-30T17:49:25Z,completed,pi_agent,1,,0.78.0,expanded-24,24,9,35.541667,65,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,local-llama-mistral-small-nomtp,Mistral-Small-3.2-24B-Instruct-2506-UD-Q4_K_XL-nomtp,local-llama-mistral-small-nomtp/Mistral-Small-3.2-24B-Instruct-2506-UD-Q4_K_XL-nomtp:off,off,qwen-chat-template:enable_thinking=false,131.1K,4.1K,standalone llama.cpp non-MTP runtime,,,,,9203,llama.cpp b9203 (87589042c),87589042c,,,,,,,,,,,,,,,,,,,,,,,,,,,,webui_todo_static,pi_agent,todo_static,2,0,,,0,57.806317,2377,41.120073
1,470,38,54,2026-05-30T17:45:12Z,2026-05-30T17:49:25Z,completed,pi_agent,1,,0.78.0,expanded-24,24,9,35.541667,65,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,local-llama-mistral-small-nomtp,Mistral-Small-3.2-24B-Instruct-2506-UD-Q4_K_XL-nomtp,local-llama-mistral-small-nomtp/Mistral-Small-3.2-24B-Instruct-2506-UD-Q4_K_XL-nomtp:off,off,qwen-chat-template:enable_thinking=false,131.1K,4.1K,standalone llama.cpp non-MTP runtime,,,,,9203,llama.cpp b9203 (87589042c),87589042c,,,,,,,,,,,,,,,,,,,,,,,,,,,,lru_cache_hard,pi_agent,lru_cache_exec,3,1,,,3,11.514796,396,34.390535
1,471,38,54,2026-05-30T17:45:12Z,2026-05-30T17:49:25Z,completed,pi_agent,1,,0.78.0,expanded-24,24,9,35.541667,65,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,local-llama-mistral-small-nomtp,Mistral-Small-3.2-24B-Instruct-2506-UD-Q4_K_XL-nomtp,local-llama-mistral-small-nomtp/Mistral-Small-3.2-24B-Instruct-2506-UD-Q4_K_XL-nomtp:off,off,qwen-chat-template:enable_thinking=false,131.1K,4.1K,standalone llama.cpp non-MTP runtime,,,,,9203,llama.cpp b9203 (87589042c),87589042c,,,,,,,,,,,,,,,,,,,,,,,,,,,,json_path_set_hard,pi_agent,json_path_set_exec,4,0,,,0,11.533468,417,36.155648
1,472,38,54,2026-05-30T17:45:12Z,2026-05-30T17:49:25Z,completed,pi_agent,1,,0.78.0,expanded-24,24,9,35.541667,65,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,local-llama-mistral-small-nomtp,Mistral-Small-3.2-24B-Instruct-2506-UD-Q4_K_XL-nomtp,local-llama-mistral-small-nomtp/Mistral-Small-3.2-24B-Instruct-2506-UD-Q4_K_XL-nomtp:off,off,qwen-chat-template:enable_thinking=false,131.1K,4.1K,standalone llama.cpp non-MTP runtime,,,,,9203,llama.cpp b9203 (87589042c),87589042c,,,,,,,,,,,,,,,,,,,,,,,,,,,,rate_limiter_hard,pi_agent,rate_limiter_exec,3.5,1,,,3.5,6.052815,203,33.538112
1,473,38,54,2026-05-30T17:45:12Z,2026-05-30T17:49:25Z,completed,pi_agent,1,,0.78.0,expanded-24,24,9,35.541667,65,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,local-llama-mistral-small-nomtp,Mistral-Small-3.2-24B-Instruct-2506-UD-Q4_K_XL-nomtp,local-llama-mistral-small-nomtp/Mistral-Small-3.2-24B-Instruct-2506-UD-Q4_K_XL-nomtp:off,off,qwen-chat-template:enable_thinking=false,131.1K,4.1K,standalone llama.cpp non-MTP runtime,,,,,9203,llama.cpp b9203 (87589042c),87589042c,,,,,,,,,,,,,,,,,,,,,,,,,,,,unified_diff_hard,pi_agent,unified_diff_exec,4.5,0,1,3,1.5,7.880631,229,29.058588
1,474,38,54,2026-05-30T17:45:12Z,2026-05-30T17:49:25Z,completed,pi_agent,1,,0.78.0,expanded-24,24,9,35.541667,65,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,local-llama-mistral-small-nomtp,Mistral-Small-3.2-24B-Instruct-2506-UD-Q4_K_XL-nomtp,local-llama-mistral-small-nomtp/Mistral-Small-3.2-24B-Instruct-2506-UD-Q4_K_XL-nomtp:off,off,qwen-chat-template:enable_thinking=false,131.1K,4.1K,standalone llama.cpp non-MTP runtime,,,,,9203,llama.cpp b9203 (87589042c),87589042c,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_infer_hard,pi_agent,csv_infer_exec,3.5,0,1,3,1.166667,8.922317,310,34.744337
1,475,38,54,2026-05-30T17:45:12Z,2026-05-30T17:49:25Z,completed,pi_agent,1,,0.78.0,expanded-24,24,9,35.541667,65,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,local-llama-mistral-small-nomtp,Mistral-Small-3.2-24B-Instruct-2506-UD-Q4_K_XL-nomtp,local-llama-mistral-small-nomtp/Mistral-Small-3.2-24B-Instruct-2506-UD-Q4_K_XL-nomtp:off,off,qwen-chat-template:enable_thinking=false,131.1K,4.1K,standalone llama.cpp non-MTP runtime,,,,,9203,llama.cpp b9203 (87589042c),87589042c,,,,,,,,,,,,,,,,,,,,,,,,,,,,retry_schedule_hard,pi_agent,retry_schedule_exec,3,0,1,3,1,7.001661,219,31.278294
1,476,38,54,2026-05-30T17:45:12Z,2026-05-30T17:49:25Z,completed,pi_agent,1,,0.78.0,expanded-24,24,9,35.541667,65,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,local-llama-mistral-small-nomtp,Mistral-Small-3.2-24B-Instruct-2506-UD-Q4_K_XL-nomtp,local-llama-mistral-small-nomtp/Mistral-Small-3.2-24B-Instruct-2506-UD-Q4_K_XL-nomtp:off,off,qwen-chat-template:enable_thinking=false,131.1K,4.1K,standalone llama.cpp non-MTP runtime,,,,,9203,llama.cpp b9203 (87589042c),87589042c,,,,,,,,,,,,,,,,,,,,,,,,,,,,semver_range_hard,pi_agent,semver_range_exec,4,0,0,4,0,13.214392,549,41.545613
1,477,38,54,2026-05-30T17:45:12Z,2026-05-30T17:49:25Z,completed,pi_agent,1,,0.78.0,expanded-24,24,9,35.541667,65,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,local-llama-mistral-small-nomtp,Mistral-Small-3.2-24B-Instruct-2506-UD-Q4_K_XL-nomtp,local-llama-mistral-small-nomtp/Mistral-Small-3.2-24B-Instruct-2506-UD-Q4_K_XL-nomtp:off,off,qwen-chat-template:enable_thinking=false,131.1K,4.1K,standalone llama.cpp non-MTP runtime,,,,,9203,llama.cpp b9203 (87589042c),87589042c,,,,,,,,,,,,,,,,,,,,,,,,,,,,markdown_table_hard,pi_agent,markdown_table_exec,3.5,0,1,4,0.875,9.209348,287,31.163987
1,478,38,54,2026-05-30T17:45:12Z,2026-05-30T17:49:25Z,completed,pi_agent,1,,0.78.0,expanded-24,24,9,35.541667,65,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,local-llama-mistral-small-nomtp,Mistral-Small-3.2-24B-Instruct-2506-UD-Q4_K_XL-nomtp,local-llama-mistral-small-nomtp/Mistral-Small-3.2-24B-Instruct-2506-UD-Q4_K_XL-nomtp:off,off,qwen-chat-template:enable_thinking=false,131.1K,4.1K,standalone llama.cpp non-MTP runtime,,,,,9203,llama.cpp b9203 (87589042c),87589042c,,,,,,,,,,,,,,,,,,,,,,,,,,,,text_wrap_hard,pi_agent,text_wrap_exec,3,0,2,4,1.5,6.788273,258,38.006722
1,479,38,54,2026-05-30T17:45:12Z,2026-05-30T17:49:25Z,completed,pi_agent,1,,0.78.0,expanded-24,24,9,35.541667,65,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,local-llama-mistral-small-nomtp,Mistral-Small-3.2-24B-Instruct-2506-UD-Q4_K_XL-nomtp,local-llama-mistral-small-nomtp/Mistral-Small-3.2-24B-Instruct-2506-UD-Q4_K_XL-nomtp:off,off,qwen-chat-template:enable_thinking=false,131.1K,4.1K,standalone llama.cpp non-MTP runtime,,,,,9203,llama.cpp b9203 (87589042c),87589042c,,,,,,,,,,,,,,,,,,,,,,,,,,,,systemd_service_hard,pi_agent,systemd_service_static,3,1,8,8,3,7.344771,197,26.821804
